lastAppOpenAction lastAudioCable lastLocationChanged lastChargeCable lastWiFiConnected lastDataConnected lastBluetoothConnected lastLightChanged packName
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction[<unknown] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction[<unknown] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction[<unknown] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction[<unknown] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction[<unknown] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction[<unknown] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction[<unknown] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction[<unknown] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.baidu.tieba]
AppOpenAction[com.baidu.tieba] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction[<unknown] DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] null DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.tencent.mobileqq]
AppOpenAction[com.tencent.mobileqq] null LocationChangedAction[] ChargeCableAction[] null DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] null DataConnectedAction[] null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.android.calendar]
AppOpenAction[com.android.calendar] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.supercell.clashroyale]
AppOpenAction[com.supercell.clashroyale] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.tencent.mobileqq]
AppOpenAction[com.tencent.mobileqq] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.tencent.mobileqq]
AppOpenAction[com.tencent.mobileqq] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.meizu.safe]
AppOpenAction[com.meizu.safe] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.tencent.mobileqq]
AppOpenAction[com.tencent.mobileqq] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.meizu.net.search]
AppOpenAction[com.meizu.net.search] null LocationChangedAction[] ChargeCableAction[] null null null null AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.supercell.clashroyale]
AppOpenAction[com.supercell.clashroyale] null LocationChangedAction[] ChargeCableAction[] null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mobileqq]
AppOpenAction[com.tencent.mobileqq] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.meizu.media.reader]
AppOpenAction[com.meizu.media.reader] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mobileqq]
AppOpenAction[com.tencent.mobileqq] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.baidu.tieba]
AppOpenAction[com.baidu.tieba] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction["Lancelot"] null null LightChangedAction[draker] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] ChargeCableAction[] WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mobileqq]
AppOpenAction[com.tencent.mobileqq] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.meizu.media.video]
AppOpenAction[com.meizu.media.video] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.meizu.filemanager]
AppOpenAction[com.meizu.filemanager] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.meizu.media.video]
AppOpenAction[com.meizu.media.video] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mobileqq]
AppOpenAction[com.tencent.mobileqq] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.meizu.filemanager]
AppOpenAction[com.meizu.filemanager] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.android.htmlviewer]
AppOpenAction[com.android.htmlviewer] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.meizu.filemanager]
AppOpenAction[com.meizu.filemanager] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.android.htmlviewer]
AppOpenAction[com.android.htmlviewer] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.meizu.media.gallery]
AppOpenAction[com.meizu.media.gallery] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mobileqq]
AppOpenAction[com.tencent.mobileqq] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.supercell.clashroyale]
AppOpenAction[com.supercell.clashroyale] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.sina.weibo]
AppOpenAction[com.sina.weibo] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.baidu.tieba]
AppOpenAction[com.baidu.tieba] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mobileqq]
AppOpenAction[com.tencent.mobileqq] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.baidu.tieba]
AppOpenAction[com.baidu.tieba] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mobileqq]
AppOpenAction[com.tencent.mobileqq] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.baidu.tieba]
AppOpenAction[com.baidu.tieba] null LocationChangedAction[] null null null null LightChangedAction[lighter] AppOpenAction[com.tencent.mobileqq]
AppOpenAction[com.tencent.mobileqq] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mobileqq]
AppOpenAction[com.tencent.mobileqq] null null null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.google.android.gms]
AppOpenAction[com.google.android.gms] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.android.alarmclock]
AppOpenAction[com.android.alarmclock] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.tencent.mm]
AppOpenAction[com.tencent.mm] null LocationChangedAction[] null WiFiConnectedAction["Lancelot"] null null LightChangedAction[lighter] AppOpenAction[com.supercell.clashroyale]
